hiver_2015,hiver_2016,permeabilite_sol,resistance,au_dessus_60e_parallele
-29.15592663,-12.43395797,13.5111043,-1.392670117,oui
-28.97783237,-17.1658767,10.43916316,0.49315059,oui
-28.94744293,-10.99011219,8.738530849,-1.316506863,oui
-28.92419712,-6.448799038,10.7478593,1.370246451,oui
-28.90651549,-8.903167704,10.05240736,1.410888853,oui
-28.87698014,-8.254525595,10.71220711,0.803157296,oui
-28.84620199,-9.067561355,9.12369276,1.217904579,oui
-28.68959764,-7.203876172,11.58987859,1.138581828,oui
-28.50383177,-10.15951739,6.433261913,0.702591175,oui
-28.48822826,-2.996625967,8.939224497,-1.331874875,oui
-28.46459473,-13.56200171,9.349729478,-1.411691414,oui
-28.42406713,-11.12619025,9.477522579,-1.340083615,oui
-28.36328065,-16.0268893,10.63802418,-0.457784658,oui
-28.3448104,-7.580743068,9.478154677,0.121875919,oui
-28.340198,-10.40686307,7.740073923,1.385650042,oui
-28.33111111,-7.441085528,6.412052496,-0.252067502,oui
-28.23141372,-8.332319922,11.42146973,-1.411691414,oui
-28.18888417,-11.59370682,9.875303729,1.26290648,oui
-28.17890538,-13.87160448,9.918507001,-0.499011777,oui
-28.11913034,-7.832235195,6.89555807,-1.245562797,oui
-28.10277097,-9.102288196,12.22265953,0.355953231,oui
-28.0101226,-14.31771692,9.003318862,0.469610403,oui
-27.8801047,-9.16434516,9.931367256,0.445923047,oui
-27.84225492,-9.963722754,10.90180947,0.121875919,oui
-27.8002744,-13.03045077,11.39812983,-0.675262089,oui
-27.73100228,-9.909964956,10.7895369,-1.160452263,oui
-27.65118494,-9.909973119,11.42995304,0.843858213,oui
-27.65109686,-6.705265885,11.92829702,-1.316506863,oui
-27.63484292,-10.15085745,10.35862513,1.230438319,oui
-27.61835069,-11.8433625,10.45689148,-0.848872489,oui
-27.61161023,-12.89280663,7.299946699,0.146797988,oui
-27.61152651,-15.61149458,10.73343926,1.385650042,oui
-27.48777172,-9.670651784,8.194693944,-0.545539798,oui
-27.43755531,-16.27777922,9.478945938,-0.653160109,oui
-27.42347382,-9.867924797,9.54985924,0.49315059,oui
-27.37249146,-9.755535423,9.621145435,1.370246451,oui
-27.32300036,-8.504494625,10.7968174,0.680754788,oui
-27.29347661,-13.48870004,9.168442173,1.407209885,oui
-27.27384635,-11.82480739,7.422673914,-0.252067502,oui
-27.23303508,-11.9296056,7.241720848,-0.63085344,oui
-27.1044532,-3.121833898,11.23155587,1.385650042,oui
-27.06946346,-9.867047089,8.883513399,1.017545234,oui
-27.03562295,-8.971643154,11.06148036,1.138581828,oui
-26.97129775,-11.48467277,13.46147317,-1.388098882,oui
-26.96054899,-7.748091853,12.97343831,0.533969634,oui
-26.93725124,-9.558103837,10.4354024,-1.392670117,oui
-26.89640863,-8.480111156,4.669269654,-0.995564509,oui
-26.81779375,-10.18616299,11.614128,0.533969634,oui
-26.79133005,-9.548215642,8.700595825,-0.848872489,oui
-26.74776676,-12.70329759,6.494598236,-1.104275898,oui
-26.72547388,-5.490274874,10.72755256,-1.307156892,oui
-26.68280525,-11.7152956,14.19633579,-0.868762346,oui
-26.67482137,-11.28592724,6.769020072,0.355953231,oui
-26.6526703,-6.200164146,9.868557552,0.469610403,oui
-26.65167335,-8.114243968,7.281174728,0.803157296,oui
-26.63587826,-7.888843926,11.61921889,-0.813428919,oui
-26.63263464,-11.61048002,6.504502633,-1.104275898,oui
-26.61417949,-6.942111258,11.24935923,1.336031582,oui
-26.59623036,-6.839319985,8.670596142,0.680754788,oui
-26.57005226,-9.458095003,10.60719003,-0.868762346,oui
-26.55535828,-6.833585852,7.147197064,0.053166824,oui
-26.49910015,-4.92473027,10.26739144,0.66423712,oui
-26.48020156,-10.22802407,10.12883447,0.331669106,oui
-26.47440084,-10.64737274,6.851420292,1.217904579,oui
-26.3623359,-11.07024279,10.77830009,1.230438319,oui
-26.35424211,-14.0580541,8.209364094,-0.813428919,oui
-26.35296688,-13.56372666,9.929223122,-0.545539798,oui
-26.34964225,-6.565348172,11.95402663,-1.145961946,oui
-26.3171311,-13.75807678,10.80377959,-1.145961946,oui
-26.26371043,-7.397380105,8.400239747,0.469610403,oui
-26.16239234,-5.509125601,7.590389285,-0.481399355,oui
-26.15864636,-8.940037009,9.157421371,-0.713427226,oui
-26.13411013,-3.919218134,9.830199613,0.533969634,oui
-26.13283991,-9.043611322,9.645726803,-1.119742543,oui
-26.06853862,-11.66814859,11.36781409,1.217904579,oui
-26.0481982,-13.35132892,11.94492259,-0.090670539,oui
-26.04789828,-9.884179875,12.13297881,0.702591175,oui
-26.03260113,-9.368828018,8.485182005,-1.408399001,oui
-26.02711474,-9.206278839,10.56438694,1.034771586,oui
-25.98985679,-14.89241515,7.501058715,-1.379053425,oui
-25.98313953,-9.552883069,11.6113745,1.376225513,oui
-25.95830468,-9.643640724,9.157421371,1.321027313,oui
-25.89518109,-5.839795023,7.315089786,-1.340083615,oui
-25.84237658,-8.922818107,10.38384314,-0.457784658,oui
-25.80105419,-12.0675965,10.50350309,-0.457784658,oui
-25.800659,-8.416317092,9.635774657,1.230438319,oui
-25.73401905,-8.56810924,11.12096131,-1.410446116,oui
-25.7069336,-6.111577575,10.80328164,1.017545234,oui
-25.68794722,-8.18805146,10.56645831,1.311883269,oui
-25.67670461,-14.03399411,9.221699909,-1.405910518,oui
-25.65423782,-11.87345968,13.10138603,0.858851062,oui
-25.54328852,-7.856654283,9.606179699,0.264374828,oui
-25.53408933,-11.39028719,11.19166543,-1.373289779,oui
-25.50916457,-11.41706657,10.11228167,-1.412964675,oui
-25.48883552,-7.519709839,10.76396191,-0.481399355,oui
-25.48841697,-7.87638577,8.948019311,-1.38309264,oui
-25.47548492,-10.30127376,14.28313797,1.034771586,oui
-25.43588144,-8.817979926,9.191240931,1.153252282,oui
-25.43388461,-7.127189394,10.31920081,-1.405910518,oui
-25.39068126,-14.51234065,12.61894456,-1.145961946,oui
-25.36816848,-12.25741606,10.96046733,-1.119742543,oui
-25.36137928,-7.87368729,15.75179001,-1.316506863,oui
-25.3580226,-11.40672321,9.535880306,1.390438968,oui
-25.34270815,-12.59422675,11.05285835,1.251442223,oui
-25.33983068,-9.214426771,6.12384272,1.413435276,oui
-25.32903476,-6.855518174,10.61937726,1.138581828,oui
-25.31238272,-8.968453772,7.133591023,1.017545234,oui
-25.29694816,-8.7824642,10.62660547,-1.104275898,oui
-25.28030052,-13.47044758,12.16733497,-0.545539798,oui
-25.25532226,-7.020109087,8.200205482,1.413435276,oui
-25.24261311,-9.413442347,10.4245976,-1.331874875,oui
-25.222281,-6.159047239,9.14234877,-0.63085344,oui
-25.21554943,-2.165768578,10.27310307,-1.408399001,oui
-25.19073926,-15.21737748,6.024071152,-1.373289779,oui
-25.16024435,-11.1478565,7.489330781,0.510704712,oui
-25.08699102,-6.779066762,8.711537046,0.288926378,oui
-25.08526025,-9.801394038,10.01950866,-0.868762346,oui
-25.04767905,-13.56329352,9.627373199,-0.995564509,oui
-25.04441124,-12.82716071,12.04868684,1.370246451,oui
-25.03023409,-12.33647968,6.978585841,0.878605566,oui
-24.99559622,-11.73500314,9.136643964,-1.316506863,oui
-24.97301954,-11.3751831,8.034845703,0.469610403,oui
-24.9353203,-11.55279356,7.132736098,-1.160452263,oui
-24.82649334,-10.46958788,11.21403446,-0.522357636,oui
-24.79935945,-11.74205468,8.956445779,0.331669106,oui
-24.78876004,-9.458593224,9.420151653,1.230438319,oui
-24.78471903,-9.077021109,6.586111592,1.217904579,oui
-24.7768392,-11.97665352,12.15854925,-1.307156892,oui
-24.7384348,-9.150903658,13.42113708,1.370246451,oui
-24.7034915,-8.966462501,11.63604909,-0.813428919,oui
-24.68419822,-13.42425843,7.691611497,-1.408399001,oui
-24.65724876,-6.177927796,9.698452484,1.127344574,oui
-24.64153462,-11.07980259,10.33393007,0.146797988,oui
-24.63017255,-13.34159056,9.838028089,-0.833780174,oui
-24.5999159,-11.44976253,12.7943679,0.307281041,oui
-24.57512365,-6.754369999,10.57155603,0.078175099,oui
-24.56996086,-7.38471329,9.235378709,-0.499011777,oui
-24.56759278,-11.32139916,8.922103259,0.968545127,oui
-24.56610261,-5.774777933,10.65478844,-0.252067502,oui
-24.48361244,-3.9887774,11.05760591,0.264374828,oui
-24.47598814,-10.93986108,6.863516571,0.803157296,oui
-24.46484218,-11.641807,9.329857019,0.264374828,oui
-24.4536404,-10.79567054,9.809306246,-0.995564509,oui
-24.44388012,-7.355962864,7.515024006,1.112052784,oui
-24.43760869,-11.45641759,12.62472895,-1.340083615,oui
-24.41524562,-7.106755063,8.884584329,-0.276661441,oui
-24.40183709,-16.05049669,9.339397618,-1.245562797,oui
-24.40033143,-10.52696175,8.531457095,-0.888379949,oui
-24.39020235,-12.5829792,9.602277967,-0.457784658,oui
-24.35585963,-6.592764949,11.38254109,1.410888853,oui
-24.35503014,-12.83714854,12.37086169,-0.675262089,oui
-24.34861274,-14.70282376,7.39755367,-1.331874875,oui
-24.32120642,-15.75977992,8.472926563,0.858851062,oui
-24.26265792,-9.052060359,9.354083684,1.26290648,oui
-24.24693323,-0.418669923,9.079350346,-0.691700078,oui
-24.19030331,-14.55765696,11.72978844,1.413435276,oui
-24.15208358,-11.49160743,8.652219801,0.702591175,oui
-24.1313589,-11.90722745,6.939704943,-0.675262089,oui
-24.1278582,-12.17129717,8.342045728,1.409477773,oui
-24.12671894,-9.045540446,10.05669335,0.49315059,oui
-24.12249522,-3.749694461,10.00451337,1.138581828,oui
-24.10824366,-9.398242448,14.7062349,0.331669106,oui
-24.10611619,-6.689802922,6.807891876,1.381773291,oui
-24.09443151,-7.408415728,6.256192389,-1.340083615,oui
-24.04032255,-10.02973285,11.57335307,-1.38309264,oui
-24.02168047,-11.70606899,9.612573447,-0.868762346,oui
-24.02087984,-7.88607741,9.949122866,-0.343824637,oui
-24.01908909,-16.30436187,11.61391654,-0.691700078,oui
-23.95897694,-10.26544684,10.18316314,0.968545127,oui
-23.95077511,-7.271949974,9.554879651,1.138581828,oui
-23.93557811,-9.373746195,11.50200776,1.376225513,oui
-23.88126634,-11.81628046,8.520415829,0.288926378,oui
-23.83463354,-4.621571775,8.467392288,-1.307156892,oui
-23.81348273,-13.22342066,11.12633643,-0.252067502,oui
-23.80515713,-7.343555046,10.99477575,-0.63085344,oui
-23.80302377,-11.53264736,9.164604105,-1.411691414,oui
-23.77238268,-8.962740634,9.244423634,1.017545234,oui
-23.75114202,-8.164027444,12.09076461,1.413435276,oui
-23.70807301,-11.05580223,14.01303623,0.288926378,oui
-23.69675616,-5.888694174,9.853987447,-0.499011777,oui
-23.67258549,-11.07762715,10.83623036,-1.224219406,oui
-23.66070977,-9.02451563,11.24304279,0.702591175,oui
-23.6429447,-10.79605374,7.591653482,-1.408399001,oui
-23.63655261,-11.53691936,7.526242623,1.034771586,oui
-23.6301404,-6.517694718,9.77038442,-0.675262089,oui
-23.61030386,-12.2055556,11.09349685,1.327613818,oui
-23.58960203,-11.97057879,11.32711648,1.153252282,oui
-23.55864387,-14.8153153,11.08994527,1.311883269,oui
-23.55623563,-6.521384402,10.89115019,-1.331874875,oui
-23.51597282,-9.757539605,10.02027264,-1.412964675,oui
-23.49181913,-7.496863838,10.13251565,-1.008812136,oui
-23.48870204,-16.6211543,8.997077455,-1.405910518,oui
-23.47735576,-9.973122711,11.08037284,-0.888379949,oui
-23.45441102,-10.38395511,12.81935172,1.413435276,oui
-23.40700108,-10.69777603,10.76939614,0.121875919,oui
-23.39186531,-7.45437006,6.645656211,-0.675262089,oui
-23.3841344,-12.09640466,9.886031219,-1.411691414,oui
-23.38250858,-13.6727522,11.03515049,1.138581828,oui
-23.37312075,-14.81091213,12.26805696,-0.713427226,oui
-23.36173049,-13.22663844,8.541452442,0.146797988,oui
-23.3417692,-8.600413636,11.94565928,1.409477773,oui
-23.31867383,-11.88841981,9.829124135,1.251442223,oui
-23.30753217,-13.37572895,8.844680249,-0.653160109,oui
-23.30600554,-7.991586376,7.911613718,1.311883269,oui
-23.2977812,-15.73387818,11.53527708,0.986635113,oui
-23.29721511,-10.45404001,8.197913555,-0.713427226,oui
-23.25783616,-11.2986628,10.61857463,-0.959385954,oui
-23.22316197,-11.4081701,8.467801561,-1.331874875,oui
-23.20335887,-13.37458669,10.31749551,0.803157296,oui
-23.18519773,-10.85108348,13.63002982,0.469610403,oui
-23.18207124,-13.65793899,9.606334313,-0.959385954,oui
-23.17042862,-10.03568423,11.28150532,-1.224219406,oui
-23.1685341,-12.3439898,8.270211563,1.153252282,oui
-23.16801864,-8.02624827,11.09385383,-1.02619861,oui
-23.11639653,-9.623032876,11.3313138,1.385650042,oui
-23.11460188,-13.76108305,11.28563897,1.413435276,oui
-23.11238248,-13.97745952,9.275062237,1.217904579,oui
-23.09638387,-14.70573366,9.621923052,1.370246451,oui
-23.08333286,-16.14642509,11.83330485,1.376225513,oui
-23.08215202,-8.499683175,8.721687007,0.986635113,oui
-23.06343589,-10.55053577,9.078841029,-0.848872489,oui
-23.05871489,-10.63097113,10.99581484,-1.145961946,oui
-23.02296894,-8.573636014,9.04999413,-1.224219406,oui
-23.02285778,-9.307646233,10.43039108,-0.109400073,oui
-23.01143009,-9.792332928,11.78926712,-1.02619861,oui
-23.00410953,-5.509775146,7.438044375,-0.065673534,oui
-23.00120977,-8.394008473,10.54419615,-0.959385954,oui
-22.98716858,-9.614702029,10.71791646,1.412383373,oui
-22.96549624,-13.06133568,9.70092631,0.878605566,oui
-22.95852356,-8.18910966,7.973677637,-1.410446116,oui
-22.92924641,-8.355436398,11.16890533,-1.331874875,oui
-22.92396404,-7.546017889,8.464927558,0.331669106,oui
-22.91474843,-10.22654996,10.7926792,0.355953231,oui
-22.91367171,-4.10943545,9.907940946,1.376225513,oui
-22.89654362,-10.07324267,9.112396836,-0.995564509,oui
-22.87185266,-6.238075859,8.160865289,-1.160452263,oui
-22.86333848,-9.3318297,11.78060873,0.331669106,oui
-22.858554,-14.67036718,11.52727807,1.321027313,oui
-22.83252266,-19.43482294,10.06388746,1.385650042,oui
-22.82314967,-6.744440855,8.548630629,0.146797988,oui
-22.8172579,-8.87452739,9.275389655,-0.848872489,oui
-22.79924298,-8.421403699,9.547349034,1.410888853,oui
-22.77860774,-12.38574256,10.53975327,-0.959385954,oui
-22.75766852,-9.51623258,10.39569386,0.307281041,oui
-22.74227117,-9.52950227,10.71139311,-0.319487589,oui
-22.72091166,-5.379062875,6.891465344,1.138581828,oui
-22.71299813,-9.941039024,12.45707724,-0.457784658,oui
-22.68497044,-13.95858469,12.7180522,1.230438319,oui
-22.68278761,-9.118028979,9.60524292,0.288926378,oui
-22.67215322,-9.533285753,9.039878276,-1.316506863,oui
-22.67031218,-14.03806359,9.613041837,-0.065673534,oui
-22.66998178,-6.881336836,7.213731149,0.121875919,oui
-22.65545371,-10.94651258,10.57984835,1.034771586,oui
-22.63767458,-7.333909677,10.69560429,1.138581828,oui
-22.60053075,-8.504022195,11.59660431,-1.392670117,oui
-22.59808558,-9.708124112,13.48357389,1.230438319,oui
-22.58879275,-9.029345356,8.513567334,-1.405910518,oui
-22.58280033,-7.826970788,10.38914095,0.986635113,oui
-22.57826732,-10.37651388,6.330334397,-0.959385954,oui
-22.55918855,-11.56830644,11.30962235,0.642031925,oui
-22.51584674,-8.780378588,7.703780537,0.078175099,oui
-22.47447323,-10.53012697,11.00656735,1.034771586,oui
-22.44235293,-5.084475597,10.50381914,-0.995564509,oui
-22.43706371,-13.24394691,9.049136932,-1.38309264,oui
-22.41224942,-12.42631634,10.29876446,1.370246451,oui
-22.38461722,-12.13756058,5.655780367,0.053166824,oui
-22.37915674,-10.78263831,9.982483132,1.370246451,oui
-22.36047212,-11.32174291,11.86899342,0.986635113,oui
-22.324362,-8.602093952,6.992401066,0.878605566,oui
-22.29952533,-6.682550281,10.11488737,1.26290648,oui
-22.29167011,-10.83462447,10.14463239,-0.457784658,oui
-22.28763542,-9.145257416,7.763670763,-0.868762346,oui
-22.28252942,-10.82743867,11.15441708,1.381773291,oui
-22.269533,-5.979174189,10.00803084,-1.245562797,oui
-22.25256778,-14.26217377,11.98583621,0.66423712,oui
-22.24592022,-7.955459026,9.020776613,-1.405910518,oui
-22.22419096,-9.730694147,8.821099325,-1.119742543,oui
-22.22266277,-12.05514983,8.32537469,1.26290648,oui
-22.18435954,-12.72117877,10.30046522,-0.522357636,oui
-22.16640102,-14.7208959,11.90697847,1.251442223,oui
-22.13347288,-19.27806633,8.875100573,-1.373289779,oui
-22.1080175,-14.90624262,11.05408844,-1.008812136,oui
-22.08223608,-8.459896098,11.99537681,-1.008812136,oui
-22.0765405,-6.469734143,10.31285026,-1.411691414,oui
-22.05794735,-10.12138052,10.58591468,-1.160452263,oui
-22.05598045,-8.395577557,9.410410965,-1.119742543,oui
-22.02859501,-10.44914353,6.79690518,-1.331874875,oui
-22.01485433,-10.52061902,9.108003976,1.385650042,oui
-22.01230442,-6.828133895,10.02425168,-1.340083615,oui
-22.00935798,-16.62707759,12.96790859,-0.63085344,oui
-22.00309839,-8.701695826,9.697834028,-0.813428919,oui
-21.96672546,-9.014064579,7.069307938,-1.408399001,oui
-21.94826108,-11.39164953,10.71514251,1.153252282,oui
-21.92059724,-10.01013522,8.560947461,1.251442223,oui
-21.90464032,-9.780350154,14.00163117,1.311883269,oui
-21.90109793,-9.917287158,9.30211743,1,oui
-21.87467645,-15.15431695,8.783941919,0.724207381,oui
-21.87215096,-9.230087859,7.952349986,-1.119742543,oui
-21.86605135,-5.299026872,11.50424057,0.858851062,oui
-21.8449795,-8.2496992,9.34085281,0.510704712,oui
-21.81449065,-13.32453415,13.01806722,0.121875919,oui
-21.77974486,-8.596609208,9.899362138,-0.995564509,oui
-21.77293781,-9.645907131,11.28771035,-1.38309264,oui
-21.75669421,-13.10335278,13.3581,-1.331874875,oui
-21.74555386,-12.18579191,11.5219598,-0.848872489,oui
-21.72633686,-7.688966274,7.236163836,-1.02619861,oui
-21.7233511,-9.271677801,11.96267592,-0.343824637,oui
-21.70828585,-10.11551526,6.613369149,-1.104275898,oui
-21.70070749,-15.79587916,6.626775101,-1.392670117,oui
-21.69456082,-10.50791084,10.3720038,-1.316506863,oui
-21.68980733,-10.78638952,10.92064965,1,oui
-21.67214084,-11.88683445,13.89025445,1.017545234,oui
-21.66574424,-10.51261813,11.36781409,-0.499011777,oui
-21.65844953,-11.56755341,9.666533768,0.121875919,oui
-21.63389294,-8.163064255,11.44123533,1.153252282,oui
-21.63194385,-5.535628677,12.32545062,-0.888379949,oui
-21.60749328,-10.6935135,6.725964593,-0.691700078,oui
-21.60686074,-8.144761528,5.372854755,1.034771586,oui
-21.60263879,-4.621563049,7.857539711,0.642031925,oui
-21.59590793,-7.732088907,12.25183612,0.146797988,oui
-21.59584137,-5.459820242,9.262140591,-0.499011777,oui
-21.57378982,-13.21907833,8.789460278,1.153252282,oui
-21.5695636,-10.93091704,11.32044988,-0.343824637,oui
-21.5673743,-4.702168607,7.637150955,1.385650042,oui
-21.54402386,-9.191101832,11.33093181,0.823636811,oui
-21.54230466,-12.64330933,11.30962235,1.407209885,oui
-21.54183717,-13.10142141,8.517596396,1.230438319,oui
-21.53366547,-12.24336977,9.922792995,1.034771586,oui
-21.53283826,-6.817659826,10.86823093,-0.481399355,oui
-21.53246682,-8.660631776,10.07108156,1.251442223,oui
-21.53073525,-10.52930672,10.28067461,1.376225513,oui
-21.5218092,-7.912733284,12.37271706,-1.23656083,oui
-21.51935262,-10.8319968,9.851072516,1.410888853,oui
-21.5134519,-17.55285936,11.2845112,0.355953231,oui
-21.49080305,-8.451874958,7.685645212,0.445923047,oui
-21.48844674,-9.792916903,5.829566615,-0.959385954,oui
-21.48604156,-7.722902451,11.87302248,-0.134342216,oui
-21.4814005,-10.39228111,10.16273816,0.533969634,oui
-21.47765372,-11.05315483,11.16092906,-1.388098882,oui
-21.4758641,-6.955037116,10.84391786,0.533969634,oui
-21.45792034,-6.27384606,10.17671027,0.469610403,oui
-21.4486264,-10.77216825,10.77945515,-0.977628417,oui
-21.4454463,-16.13572524,7.072436599,0.355953231,oui
-21.42572125,-9.39457706,7.554596121,1.370246451,oui
-21.41042699,-13.36549128,11.51318545,-1.119742543,oui
-21.40556075,-13.86562137,12.54330189,-0.675262089,oui
-21.40350581,-8.789168544,8.905791472,0.680754788,oui
-21.40015652,-7.408227775,14.29688953,0.445923047,oui
-21.39699579,-14.48311291,8.962748577,-1.379053425,oui
-21.395285,-6.088701064,10.61905666,-1.412964675,oui
-21.38086414,-11.20578203,14.1003841,-1.316506863,oui
-21.36430745,-11.79162128,6.624228515,1.017545234,oui
-21.35414053,-12.77522916,10.78094217,-1.405910518,oui
-21.34707049,-11.62216038,8.608504939,-0.522357636,oui
-21.34202319,-8.087244663,8.799735295,-0.481399355,oui
-21.33724494,-6.504134837,8.029134076,1.410888853,oui
-21.31519739,-7.846963779,12.23347342,0.264374828,oui
-21.31073966,-10.13547201,8.355169737,-1.245562797,oui
-21.30044676,-12.3803828,10.7009703,-0.888379949,oui
-21.28590533,-12.96427537,7.266068021,-0.675262089,oui
-21.27760446,-13.83856046,11.55589987,-1.224219406,oui
-21.25807059,-13.9581242,8.639714249,1.409477773,oui
-21.25230198,-10.36812408,10.73294814,0.642031925,oui
-21.23951227,-8.844718001,8.359455731,1.412383373,oui
-21.21621445,-10.38041497,9.407693849,1.230438319,oui
-21.21338018,-11.32590122,9.618185029,0.510704712,oui
-21.20683967,-7.264295311,10.31315949,0.288926378,oui
-21.20576869,-7.53359345,12.92176992,0.66423712,oui
-21.20007248,-9.75364578,9.020433279,1.034771586,oui
-21.17879178,-2.936487636,11.38604264,1.336031582,oui
-21.1777282,-8.131885512,5.631151251,-1.307156892,oui
-21.17426615,-10.17465069,11.94148924,1.336031582,oui
-21.17052366,-12.84485045,15.04100171,1.127344574,oui
-21.16418726,-13.3619683,13.10853466,0.858851062,oui
-21.15985599,-5.240118752,9.885571924,1.230438319,oui
-21.15291019,-13.30938846,8.868640887,1.230438319,oui
-21.15187266,-6.476907849,9.82697318,-0.833780174,oui
-21.14544755,-12.85588929,5.313046384,0.803157296,oui
-21.13961711,-11.86769147,12.92399363,-0.457784658,oui
-21.10922426,-9.677651459,10.60911134,-0.109400073,oui
-21.07212513,-12.49655058,9.525030034,-1.38309264,oui
-21.05620174,-7.432936365,9.259518972,-0.813428919,oui
-21.01932892,-11.98324428,9.514479896,-1.104275898,oui
-21.01622541,-6.901104757,10.48993343,-1.379053425,oui
-21.01019862,-7.860003797,9.585097612,1.412383373,oui
-21.00577437,-5.516426347,5.736361598,0.307281041,oui
-21.00155032,-7.459474069,11.39305484,1.017545234,oui
-21.00093438,-13.71131075,8.711723492,-0.109400073,oui
-20.99429686,-15.38830369,7.170280039,1.410888853,oui
-20.98285808,-11.43250199,10.72706143,-0.499011777,oui
-20.97941318,-13.92128791,9.431629476,-0.813428919,oui
-20.97514292,-7.946935481,12.10828148,0.121875919,oui
-20.96295775,-2.722617721,11.7028151,-1.340083615,oui
-20.96219352,-10.53423884,6.400520104,1.336031582,oui
-20.96136833,-10.3654552,8.605385372,-1.224219406,oui
-20.9540117,-9.465760956,13.77422111,0.469610403,oui
-20.95073569,-5.901617134,6.48603989,-0.252067502,oui
-20.94286691,-13.64561539,10.97767042,-1.410446116,oui
-20.92565563,-7.288199239,12.03297532,0.642031925,oui
-20.91767028,-11.52962313,10.32106072,-0.813428919,oui
-20.91281009,-14.15684912,11.99185706,0.533969634,oui
-20.90612341,-15.02395738,8.262192094,-1.119742543,oui
-20.88957488,-14.44425066,10.80560312,1.311883269,oui
-20.88420924,-9.456653897,4.951649569,-0.109400073,oui
-20.87835904,-7.887710436,9.104452399,0.078175099,oui
-20.87136676,-13.82783036,13.9221959,-0.134342216,oui
-20.84070654,-12.53079652,10.1751755,1.336031582,oui
-20.82500963,-7.244290774,11.88277227,-0.713427226,oui
-20.81669928,-8.652586491,7.335298758,1.034771586,oui
-20.81388488,-11.27518808,8.416619746,-0.848872489,oui
-20.80782771,-6.307630542,10.41755811,-1.38309264,oui
-20.79468644,-11.44321356,8.966948169,0.510704712,oui
-20.77876946,-9.039054053,6.834940248,0.724207381,oui
-20.76951649,-6.367174623,9.397775809,0.986635113,oui
-20.7592376,-9.526709962,7.988957148,-1.388098882,oui
-20.75619428,-9.417514081,10.22961558,0.702591175,oui
-20.75258681,-5.867030314,11.95501343,0.510704712,oui
-20.75158666,-6.476495113,8.931293703,0.49315059,oui
-20.74283277,-9.298007182,9.123861016,1.230438319,oui
-20.74258804,-9.233128473,8.653756847,-0.691700078,oui
-20.7412237,-5.884258564,7.564900696,-0.977628417,oui
-20.73635769,-13.42633489,7.493696355,-0.868762346,oui
-20.72962469,-12.66018093,10.38680355,-0.868762346,oui
-20.72583502,-7.43647414,11.39559006,0.078175099,oui
-20.71426495,-10.44377653,7.147615431,0.469610403,oui
